0,-6742.395145,2000
0.006058868,-6742.395145,2092.738568
0.012117736,-6742.395145,2125.95201
0.018176604,-6742.395145,2149.77305
0.024235472,-6742.395145,2168.851204
0.03029434,-6742.395145,2184.962183
0.036353208,-6742.395145,2199.005331
0.042412076,-6742.395145,2211.50874
0.048470944,-6742.395145,2222.812765
0.054529812,-6742.395145,2233.151391
0.061183456,-6742.395145,2243.592082
0.068648966,-6742.395145,2254.364994
0.077025407,-6742.395145,2265.47042
0.086423928,-6742.395145,2276.907959
0.096969243,-6742.395145,2288.676453
0.10880128,-6742.395145,2300.774035
0.122077044,-6742.395145,2313.198078
0.136972696,-6742.395145,2325.945254
0.153685892,-6742.395145,2339.011496
0.172438407,-6742.395145,2352.392071
0.193479075,-6742.395145,2366.081552
0.217087093,-6742.395145,2380.073904
0.243575725,-6742.395145,2394.362469
0.273296458,-6742.395145,2408.940054
0.306643669,-6742.395145,2423.798941
0.344059856,-6742.395145,2438.930967
0.386041508,-6742.395145,2454.327551
0.433145696,-6742.395145,2469.979775
0.485997464,-6742.395145,2485.878419
0.545298123,-6742.395145,2502.014036
0.611834558,-6742.395145,2518.377001
0.686489665,-6742.395145,2534.95757
0.770254072,-6742.395145,2551.745941
0.864239284,-6742.395145,2568.732298
0.969692425,-6742.395145,2585.906874
1.088012796,-6742.395145,2603.259988
1.220770436,-6742.395145,2620.7821
1.369726957,-6742.395145,2638.463838
1.536858923,-6742.395145,2656.29605
1.724384074,-6742.395145,2674.269821
1.934790753,-6742.395145,2692.376514
2.17087093,-6742.395145,2710.607778
2.435757245,-6742.395145,2728.955584
2.73296458,-6742.395145,2747.41222
3.066436693,-6742.395145,2765.970326
3.440598559,-6742.395145,2784.622871
3.860415077,-6742.395145,2803.363189
4.331456957,-6742.395145,2822.18495
4.85997464,-6742.395145,2841.082182
5.452981234,-6742.395145,2860.049246
6.118345575,-6742.395145,2879.080847
6.864896645,-6742.395145,2898.17201
7.702540723,-6742.395145,2917.318084
8.642392836,-6742.395145,2936.514717
9.696924251,-6742.395145,2955.757858
10.88012796,-6742.395145,2975.04373
12.20770436,-6742.395145,2994.36883
13.69726957,-6742.395145,3013.729902
15.36858923,-6742.395145,3033.123939
17.24384074,-6742.395145,3052.548151
19.34790753,-6742.395145,3071.99997
21.7087093,-6742.395145,3091.477021
24.35757245,-6742.395145,3110.977122
27.3296458,-6742.395145,3130.49826
30.66436693,-6742.395145,3150.038591
34.40598559,-6742.395145,3169.596415
38.60415077,-6742.395145,3189.170181
43.31456957,-6742.395145,3208.75846
48.5997464,-6742.395145,3228.359951
54.52981234,-6742.395145,3247.973456
61.18345575,-6742.395145,3267.597888
68.64896645,-6742.395145,3287.232248
77.02540723,-6742.395145,3306.875627
86.42392836,-6742.395145,3326.527196
96.96924251,-6742.395145,3346.186198
108.8012796,-6742.395145,3365.851945
122.0770436,-6742.395145,3385.523808
136.9726957,-6742.395145,3405.201218
